Z,Y,T
-0.0045517,0.0118448,729.9083872590904
0.0045517,0.0130517,817.4661027085814
-0.0045517,0.0130517,817.4661027085814
0.0045517,0.0142586,910.5964433505997
-0.0045517,0.0142586,910.5964433505997
0.0045517,0.0154655,1009.8299826334109
-0.0045517,0.0154655,1009.8299826334109
0.0045517,0.0166724,1114.0181024326976
-0.0045517,0.0166724,1114.0181024326976
0.0045517,0.0178793,1222.544129613838
-0.0045517,0.0178793,1222.544129613838
0.0045517,0.0190862,1333.680866346146
-0.0045517,0.0190862,1333.680866346146
0.0045517,0.0202931,1446.0998267625914
-0.0045517,0.0202931,1446.0998267625914
0.0045517,0.0215,1559.6254768938784
-0.0045517,0.0215,1559.6254768938784
0.0049655,-0.0135,184.0987864088822
-0.0049655,-0.0135,184.0987864088822
0.0049655,-0.0122931,184.395598733125
-0.0049655,-0.0122931,184.395598733125
0.0049655,-0.0110862,185.22443182203705
-0.0049655,-0.0110862,185.22443182203705
0.0049655,-0.0098793,186.6398297000248
-0.0049655,-0.0098793,186.6398297000248
0.0049655,-0.0086724,188.74665750560786
-0.0049655,-0.0086724,188.74665750560786
0.0049655,-0.0074655,191.77707449852
-0.0049655,-0.0074655,191.77707449852
0.0049655,-0.0062586,195.85483552620082
-0.0049655,-0.0062586,195.85483552620082
0.0049655,-0.0050517,201.19386561874083
-0.0049655,-0.0050517,201.19386561874083
0.0049655,-0.0038448,208.13288609646898
-0.0049655,-0.0038448,208.13288609646898
0.0049655,-0.0026379,217.3385306453435
-0.0049655,-0.0026379,217.3385306453435
0.0049655,-0.001431,229.1078518572695
-0.0049655,-0.001431,229.1078518572695
0.0049655,-0.0002241,244.01729975382887
-0.0049655,-0.0002241,244.01729975382887
0.0049655,0.0009828,262.83811430670187
-0.0049655,0.0009828,262.83811430670187
0.0049655,0.0021897,287.06514757840057
-0.0049655,0.0021897,287.06514757840057
0.0049655,0.0033966,317.01232580164805
-0.0049655,0.0033966,317.01232580164805
0.0049655,0.0046034,353.3728814829408
-0.0049655,0.0046034,353.3728814829408
0.0049655,0.0058103,396.90309567849084
-0.0049655,0.0058103,396.90309567849084
0.0049655,0.0070172,448.58863001351796
-0.0049655,0.0070172,448.58863001351796
0.0049655,0.0082241,507.93942471758913
-0.0049655,0.0082241,507.93942471758913
0.0049655,0.009431,574.6179907681831
-0.0049655,0.009431,574.6179907681831
0.0049655,0.0106379,648.5711898926127
-0.0049655,0.0106379,648.5711898926127
0.0049655,0.0118448,729.9076707100759
-0.0049655,0.0118448,729.9076707100759
0.0049655,0.0130517,817.4652773882946
-0.0049655,0.0130517,817.4652773882946
0.0049655,0.0142586,910.5955362528531
-0.0049655,0.0142586,910.5955362528531
0.0049655,0.0154655,1009.829052151702
-0.0049655,0.0154655,1009.829052151702
0.0049655,0.0166724,1114.0171597887565
-0.0049655,0.0166724,1114.0171597887565
0.0049655,0.0178793,1222.5466864131768
-0.0049655,0.0178793,1222.5466864131768
0.0049655,0.0190862,1333.6800113313848
-0.0049655,0.0190862,1333.6800113313848
0.0049655,0.0202931,1446.0991558024646
-0.0049655,0.0202931,1446.0991558024646
0.0049655,0.0215,1559.6251916709662
-0.0049655,0.0215,1559.6251916709662
0.0053793,-0.0135,184.09877706195232
-0.0053793,-0.0135,184.09877706195232
0.0053793,-0.0122931,184.39559009006385
-0.0053793,-0.0122931,184.39559009006385
0.0053793,-0.0110862,185.22442777491142
-0.0053793,-0.0110862,185.22442777491142
0.0053793,-0.0098793,186.63982990654534
-0.0053793,-0.0098793,186.63982990654534
0.0053793,-0.0086724,188.74666701935016
-0.0053793,-0.0086724,188.74666701935016
0.0053793,-0.0074655,191.7770982363183
-0.0053793,-0.0074655,191.7770982363183
0.0053793,-0.0062586,195.854874185712
-0.0053793,-0.0062586,195.854874185712
0.0053793,-0.0050517,201.1939385642365
-0.0053793,-0.0050517,201.1939385642365
0.0053793,-0.0038448,208.13299317526207
-0.0053793,-0.0038448,208.13299317526207
0.0053793,-0.0026379,217.3386814180662
-0.0053793,-0.0026379,217.3386814180662
0.0053793,-0.001431,229.10809478609764
-0.0053793,-0.001431,229.10809478609764
0.0053793,-0.0002241,244.017626281006
-0.0053793,-0.0002241,244.017626281006
0.0053793,0.0009828,262.83853614460895
-0.0053793,0.0009828,262.83853614460895
0.0053793,0.0021897,287.065625095217
-0.0053793,0.0021897,287.065625095217
0.0053793,0.0033966,317.012828143809
-0.0053793,0.0033966,317.012828143809
0.0053793,0.0046034,353.3733127830137
-0.0053793,0.0046034,353.3733127830137
0.0053793,0.0058103,396.903415525698
-0.0053793,0.0058103,396.903415525698
0.0053793,0.0070172,448.5887980879825
-0.0053793,0.0070172,448.5887980879825
0.0053793,0.0082241,507.9393513670627
-0.0053793,0.0082241,507.9393513670627
0.0053793,0.009431,574.617781952524
-0.0053793,0.009431,574.617781952524
0.0053793,0.0106379,648.5708195994735
-0.0053793,0.0106379,648.5708195994735
0.0053793,0.0118448,729.9071890263922
-0.0053793,0.0118448,729.9071890263922
0.0053793,0.0130517,817.4647482515655
-0.0053793,0.0130517,817.4647482515655
0.0053793,0.0142586,910.5949569898398
-0.0053793,0.0142586,910.5949569898398
0.0053793,0.0154655,1009.8324062382407
-0.0053793,0.0154655,1009.8324062382407
0.0053793,0.0166724,1114.0165446980732
-0.0053793,0.0166724,1114.0165446980732
0.0053793,0.0178793,1222.5460751587589
-0.0053793,0.0178793,1222.5460751587589
0.0053793,0.0190862,1333.6771513983815
-0.0053793,0.0190862,1333.6771513983815
0.0053793,0.0202931,1446.0987308903198
-0.0053793,0.0202931,1446.0987308903198
0.0053793,0.0215,1559.6250070940162
-0.0053793,0.0215,1559.6250070940162
0.0057931,-0.0135,184.0987723704926
-0.0057931,-0.0135,184.0987723704926
0.0057931,-0.0122931,184.39558631322888
-0.0057931,-0.0122931,184.39558631322888
0.0057931,-0.0110862,185.22442502903385
-0.0057931,-0.0110862,185.22442502903385
0.0057931,-0.0098793,186.63983081860354
-0.0057931,-0.0098793,186.63983081860354
0.0057931,-0.0086724,188.7466720653038
-0.0057931,-0.0086724,188.7466720653038
0.0057931,-0.0074655,191.77711103744272
-0.0057931,-0.0074655,191.77711103744272
0.0057931,-0.0062586,195.85489906696006
-0.0057931,-0.0062586,195.85489906696006
0.0057931,-0.0050517,201.19397052191334
-0.0057931,-0.0050517,201.19397052191334
0.0057931,-0.0038448,208.13304684298612
-0.0057931,-0.0038448,208.13304684298612
0.0057931,-0.0026379,217.3387722323279
-0.0057931,-0.0026379,217.3387722323279
0.0057931,-0.001431,229.1082127812137
-0.0057931,-0.001431,229.1082127812137
0.0057931,-0.0002241,244.0178013287144
-0.0057931,-0.0002241,244.0178013287144
0.0057931,0.0009828,262.8387515831615
-0.0057931,0.0009828,262.8387515831615
0.0057931,0.0021897,287.06587586953054
-0.0057931,0.0021897,287.06587586953054
0.0057931,0.0033966,317.01307721050836
-0.0057931,0.0033966,317.01307721050836
0.0057931,0.0046034,353.37354659532764
-0.0057931,0.0046034,353.37354659532764
0.0057931,0.0058103,396.90357933568583
-0.0057931,0.0058103,396.90357933568583
0.0057931,0.0070172,448.58885113504795
-0.0057931,0.0070172,448.58885113504795
0.0057931,0.0082241,507.939363393724
-0.0057931,0.0082241,507.939363393724
0.0057931,0.009431,574.6176686585134
-0.0057931,0.009431,574.6176686585134
0.0057931,0.0106379,648.5706380091874
-0.0057931,0.0106379,648.5706380091874
0.0057931,0.0118448,729.9069605940215
-0.0057931,0.0118448,729.9069605940215
0.0057931,0.0130517,817.4644701926637
-0.0057931,0.0130517,817.4644701926637
0.0057931,0.0142586,910.5946578889046
-0.0057931,0.0142586,910.5946578889046
0.0057931,0.0154655,1009.832098152649
-0.0057931,0.0154655,1009.832098152649
0.0057931,0.0166724,1114.0162288447116
-0.0057931,0.0166724,1114.0162288447116
0.0057931,0.0178793,1222.5457647447652
-0.0057931,0.0178793,1222.5457647447652
0.0057931,0.0190862,1333.6791729236452
-0.0057931,0.0190862,1333.6791729236452
0.0057931,0.0202931,1446.097170202749
-0.0057931,0.0202931,1446.097170202749
0.0057931,0.0215,1559.6249179741872
-0.0057931,0.0215,1559.6249179741872
0.0062069,-0.0135,184.09877236957448
-0.0062069,-0.0135,184.09877236957448
0.0062069,-0.0122931,184.39558639141774
-0.0062069,-0.0122931,184.39558639141774
0.0062069,-0.0110862,185.22442502903385
-0.0062069,-0.0110862,185.22442502903385
0.0062069,-0.0098793,186.6398308186035
-0.0062069,-0.0098793,186.6398308186035
0.0062069,-0.0086724,188.74667217035073
-0.0062069,-0.0086724,188.74667217035073
0.0062069,-0.0074655,191.77710969772912
-0.0062069,-0.0074655,191.77710969772912
0.0062069,-0.0062586,195.85489906696
-0.0062069,-0.0062586,195.85489906696
0.0062069,-0.0050517,201.19397052191326
-0.0062069,-0.0050517,201.19397052191326
0.0062069,-0.0038448,208.13304684298606
-0.0062069,-0.0038448,208.13304684298606
0.0062069,-0.0026379,217.3387725349926
-0.0062069,-0.0026379,217.3387725349926
0.0062069,-0.001431,229.10821278121358
-0.0062069,-0.001431,229.10821278121358
0.0062069,-0.0002241,244.01779473451876
-0.0062069,-0.0002241,244.01779473451876
0.0062069,0.0009828,262.83875064501115
-0.0062069,0.0009828,262.83875064501115
0.0062069,0.0021897,287.06587586953043
-0.0062069,0.0021897,287.06587586953043
0.0062069,0.0033966,317.013077637544
-0.0062069,0.0033966,317.013077637544
0.0062069,0.0046034,353.37354659532747
-0.0062069,0.0046034,353.37354659532747
0.0062069,0.0058103,396.90358189550943
-0.0062069,0.0058103,396.90358189550943
0.0062069,0.0070172,448.588865790662
-0.0062069,0.0070172,448.588865790662
0.0062069,0.0082241,507.93936339372397
-0.0062069,0.0082241,507.93936339372397
0.0062069,0.009431,574.6176686585131
-0.0062069,0.009431,574.6176686585131
0.0062069,0.0106379,648.5706380091874
-0.0062069,0.0106379,648.5706380091874
0.0062069,0.0118448,729.9069551996001
-0.0062069,0.0118448,729.9069551996001
0.0062069,0.0130517,817.4644756820254
-0.0062069,0.0130517,817.4644756820254
0.0062069,0.0142586,910.6012417852567
-0.0062069,0.0142586,910.6012417852567
0.0062069,0.0154655,1009.8320981526488
-0.0062069,0.0154655,1009.8320981526488
0.0062069,0.0166724,1114.0119819399902
-0.0062069,0.0166724,1114.0119819399902
0.0062069,0.0178793,1222.545767451038
-0.0062069,0.0178793,1222.545767451038
0.0062069,0.0190862,1333.6768654655673
-0.0062069,0.0190862,1333.6768654655673
0.0062069,0.0202931,1446.0971702027493
-0.0062069,0.0202931,1446.0971702027493
0.0062069,0.0215,1559.6249179741872
-0.0062069,0.0215,1559.6249179741872
0.0066207,-0.0135,184.0987770619522
-0.0066207,-0.0135,184.0987770619522
0.0066207,-0.0122931,184.39559022305224
-0.0066207,-0.0122931,184.39559022305224
0.0066207,-0.0110862,185.22442777491133
-0.0066207,-0.0110862,185.22442777491133
0.0066207,-0.0098793,186.63983083099615
-0.0066207,-0.0098793,186.63983083099615
0.0066207,-0.0086724,188.74666701935
-0.0066207,-0.0086724,188.74666701935
0.0066207,-0.0074655,191.77709969718148
-0.0066207,-0.0074655,191.77709969718148
0.0066207,-0.0062586,195.85487905319718
-0.0066207,-0.0062586,195.85487905319718
0.0066207,-0.0050517,201.19393297081163
-0.0066207,-0.0050517,201.19393297081163
0.0066207,-0.0038448,208.13299317526182
-0.0066207,-0.0038448,208.13299317526182
0.0066207,-0.0026379,217.338695364171
-0.0066207,-0.0026379,217.338695364171
0.0066207,-0.001431,229.10809633427544
-0.0066207,-0.001431,229.10809633427544
0.0066207,-0.0002241,244.01764578565655
-0.0066207,-0.0002241,244.01764578565655
0.0066207,0.0009828,262.83853882481435
-0.0066207,0.0009828,262.83853882481435
0.0066207,0.0021897,287.0656250952166
-0.0066207,0.0021897,287.0656250952166
0.0066207,0.0033966,317.0128281438085
-0.0066207,0.0033966,317.0128281438085
0.0066207,0.0046034,353.37331975150636
-0.0066207,0.0046034,353.37331975150636
0.0066207,0.0058103,396.9034155256974
-0.0066207,0.0058103,396.9034155256974
0.0066207,0.0070172,448.5887933984358
-0.0066207,0.0070172,448.5887933984358
0.0066207,0.0082241,507.93939298474197
-0.0066207,0.0082241,507.93939298474197
0.0066207,0.009431,574.6177593685144
-0.0066207,0.009431,574.6177593685144
0.0066207,0.0106379,648.5708223251905
-0.0066207,0.0106379,648.5708223251905
0.0066207,0.0118448,729.907189026392
-0.0066207,0.0118448,729.907189026392
0.0066207,0.0130517,817.4647444833693
-0.0066207,0.0130517,817.4647444833693
0.0066207,0.0142586,910.6015421417039
-0.0066207,0.0142586,910.6015421417039
0.0066207,0.0154655,1009.8324122355286
-0.0066207,0.0154655,1009.8324122355286
0.0066207,0.0166724,1114.0122997114522
-0.0066207,0.0166724,1114.0122997114522
0.0066207,0.0178793,1222.5460751587593
-0.0066207,0.0178793,1222.5460751587593
0.0066207,0.0190862,1333.67713957586
-0.0066207,0.0190862,1333.67713957586
0.0066207,0.0202931,1446.0973929789357
-0.0066207,0.0202931,1446.0973929789357
0.0066207,0.0215,1559.6250070940157
-0.0066207,0.0215,1559.6250070940157
0.0070345,-0.0135,184.09878640888212
-0.0070345,-0.0135,184.09878640888212
0.0070345,-0.0122931,184.39559856912285
-0.0070345,-0.0122931,184.39559856912285
0.0070345,-0.0110862,185.22443182203693
-0.0070345,-0.0110862,185.22443182203693
0.0070345,-0.0098793,186.6398293530278
-0.0070345,-0.0098793,186.6398293530278
0.0070345,-0.0086724,188.74665750560766
-0.0070345,-0.0086724,188.74665750560766
0.0070345,-0.0074655,191.7770744985197
-0.0070345,-0.0074655,191.7770744985197
0.0070345,-0.0062586,195.85483607540743
-0.0070345,-0.0062586,195.85483607540743
0.0070345,-0.0050517,201.193868078911
-0.0070345,-0.0050517,201.193868078911
0.0070345,-0.0038448,208.13288712707163
-0.0070345,-0.0038448,208.13288712707163
0.0070345,-0.0026379,217.33853064534307
-0.0070345,-0.0026379,217.33853064534307
0.0070345,-0.001431,229.107851857269
-0.0070345,-0.001431,229.107851857269
0.0070345,-0.0002241,244.01729951534293
-0.0070345,-0.0002241,244.01729951534293
0.0070345,0.0009828,262.838117008795
-0.0070345,0.0009828,262.838117008795
0.0070345,0.0021897,287.0651475783999
-0.0070345,0.0021897,287.0651475783999
0.0070345,0.0033966,317.0123260761693
-0.0070345,0.0033966,317.0123260761693
0.0070345,0.0046034,353.37288148294016
-0.0070345,0.0046034,353.37288148294016
0.0070345,0.0058103,396.9031062828886
-0.0070345,0.0058103,396.9031062828886
0.0070345,0.0070172,448.5886492333205
-0.0070345,0.0070172,448.5886492333205
0.0070345,0.0082241,507.9394056477185
-0.0070345,0.0082241,507.9394056477185
0.0070345,0.009431,574.6179975299069
-0.0070345,0.009431,574.6179975299069
0.0070345,0.0106379,648.5711972828836
-0.0070345,0.0106379,648.5711972828836
0.0070345,0.0118448,729.9076692304773
-0.0070345,0.0118448,729.9076692304773
0.0070345,0.0130517,817.4652821181488
-0.0070345,0.0130517,817.4652821181488
0.0070345,0.0142586,910.6021191200551
-0.0070345,0.0142586,910.6021191200551
0.0070345,0.0154655,1009.8290521517016
-0.0070345,0.0154655,1009.8290521517016
0.0070345,0.0166724,1114.0129152936588
-0.0070345,0.0166724,1114.0129152936588
0.0070345,0.0178793,1222.546692330665
-0.0070345,0.0178793,1222.546692330665
0.0070345,0.0190862,1333.6799999397813
-0.0070345,0.0190862,1333.6799999397813
0.0070345,0.0202931,1446.0982740160157
-0.0070345,0.0202931,1446.0982740160157
0.0070345,0.0215,1559.625191670966
-0.0070345,0.0215,1559.625191670966
0.0074483,-0.0135,184.09880064810235
-0.0074483,-0.0135,184.09880064810235
0.0074483,-0.0122931,184.3956115066611
-0.0074483,-0.0122931,184.3956115066611
0.0074483,-0.0110862,185.22443901985775
-0.0074483,-0.0110862,185.22443901985775
0.0074483,-0.0098793,186.63982782582997
-0.0074483,-0.0098793,186.63982782582997
0.0074483,-0.0086724,188.74664192251646
-0.0074483,-0.0086724,188.74664192251646
0.0074483,-0.0074655,191.77703998476534
-0.0074483,-0.0074655,191.77703998476534
0.0074483,-0.0062586,195.85477296788915
-0.0074483,-0.0062586,195.85477296788915
0.0074483,-0.0050517,201.19376308054765
-0.0074483,-0.0050517,201.19376308054765
0.0074483,-0.0038448,208.13272355143326
-0.0074483,-0.0038448,208.13272355143326
0.0074483,-0.0026379,217.338276291635
-0.0074483,-0.0026379,217.338276291635
0.0074483,-0.001431,229.10748788048923
-0.0074483,-0.001431,229.10748788048923
0.0074483,-0.0002241,244.01678684898397
-0.0074483,-0.0002241,244.01678684898397
0.0074483,0.0009828,262.83747456989954
-0.0074483,0.0009828,262.83747456989954
0.0074483,0.0021897,287.0644083652817
-0.0074483,0.0021897,287.0644083652817
0.0074483,0.0033966,317.0115656469533
-0.0074483,0.0033966,317.0115656469533
0.0074483,0.0046034,353.372210245938
-0.0074483,0.0046034,353.372210245938
0.0074483,0.0058103,396.9026256603095
-0.0074483,0.0058103,396.9026256603095
0.0074483,0.0070172,448.58841585296125
-0.0074483,0.0070172,448.58841585296125
0.0074483,0.0082241,507.93949443952476
-0.0074483,0.0082241,507.93949443952476
0.0074483,0.009431,574.618349180237
-0.0074483,0.009431,574.618349180237
0.0074483,0.0106379,648.5717636305791
-0.0074483,0.0106379,648.5717636305791
0.0074483,0.0118448,729.9083850418366
-0.0074483,0.0118448,729.9083850418366
0.0074483,0.0130517,817.466102708581
-0.0074483,0.0130517,817.466102708581
0.0074483,0.0142586,910.6029827565401
-0.0074483,0.0142586,910.6029827565401
0.0074483,0.0154655,1009.8299826334104
-0.0074483,0.0154655,1009.8299826334104
0.0074483,0.0166724,1114.013868159004
-0.0074483,0.0166724,1114.013868159004
0.0074483,0.0178793,1222.5476269053465
-0.0074483,0.0178793,1222.5476269053465
0.0074483,0.0190862,1333.6785518246475
-0.0074483,0.0190862,1333.6785518246475
0.0074483,0.0202931,1446.0984791272695
-0.0074483,0.0202931,1446.0984791272695
0.0074483,0.0215,1559.6254768938784
-0.0074483,0.0215,1559.6254768938784
0.0078621,-0.0135,184.09881887399047
-0.0078621,-0.0135,184.09881887399047
0.0078621,-0.0122931,184.39562774251695
-0.0078621,-0.0122931,184.39562774251695
0.0078621,-0.0110862,185.22444763363262
-0.0078621,-0.0110862,185.22444763363262
0.0078621,-0.0098793,186.63982422346257
-0.0078621,-0.0098793,186.63982422346257
0.0078621,-0.0086724,188.7466240517953
-0.0078621,-0.0086724,188.7466240517953
0.0078621,-0.0074655,191.77700097184112
-0.0078621,-0.0074655,191.77700097184112
0.0078621,-0.0062586,195.85468678258812
-0.0078621,-0.0062586,195.85468678258812
0.0078621,-0.0050517,201.19361925671788
-0.0078621,-0.0050517,201.19361925671788
0.0078621,-0.0038448,208.1325164443607
-0.0078621,-0.0038448,208.1325164443607
0.0078621,-0.0026379,217.33794797719293
-0.0078621,-0.0026379,217.33794797719293
0.0078621,-0.001431,229.1070329245254
-0.0078621,-0.001431,229.1070329245254
0.0078621,-0.0002241,244.01615964548301
-0.0078621,-0.0002241,244.01615964548301
0.0078621,0.0009828,262.836642909029
-0.0078621,0.0009828,262.836642909029
0.0078621,0.0021897,287.0634451511137
-0.0078621,0.0021897,287.0634451511137
0.0078621,0.0033966,317.01060453004595
-0.0078621,0.0033966,317.01060453004595
0.0078621,0.0046034,353.37136642739614
-0.0078621,0.0046034,353.37136642739614
0.0078621,0.0058103,396.9020423067827
-0.0078621,0.0058103,396.9020423067827
0.0078621,0.0070172,448.58813068388275
-0.0078621,0.0070172,448.58813068388275
0.0078621,0.0082241,507.93968392490024
-0.0078621,0.0082241,507.93968392490024
0.0078621,0.009431,574.6188047138587
-0.0078621,0.009431,574.6188047138587
0.0078621,0.0106379,648.5725257800998
-0.0078621,0.0106379,648.5725257800998
0.0078621,0.0118448,729.9093220336855
-0.0078621,0.0118448,729.9093220336855
0.0078621,0.0130517,817.4671741951815
-0.0078621,0.0130517,817.4671741951815
0.0078621,0.0142586,910.604159067637
-0.0078621,0.0142586,910.604159067637
0.0078621,0.0154655,1009.8312121816828
-0.0078621,0.0154655,1009.8312121816828
0.0078621,0.0166724,1114.0193423256856
-0.0078621,0.0166724,1114.0193423256856
0.0078621,0.0178793,1222.5488508583703
-0.0078621,0.0178793,1222.5488508583703
0.0078621,0.0190862,1333.6796678846647
-0.0078621,0.0190862,1333.6796678846647
0.0078621,0.0202931,1446.0993529513526
-0.0078621,0.0202931,1446.0993529513526
0.0078621,0.0215,1559.6258796630698
-0.0078621,0.0215,1559.6258796630698
0.0082759,-0.0135,184.098839989363
-0.0082759,-0.0135,184.098839989363
0.0082759,-0.0122931,184.39564621314037
-0.0082759,-0.0122931,184.39564621314037
0.0082759,-0.0110862,185.22446140638647
-0.0082759,-0.0110862,185.22446140638647
0.0082759,-0.0098793,186.6398241392221
-0.0082759,-0.0098793,186.6398241392221
0.0082759,-0.0086724,188.74660105213079
-0.0082759,-0.0086724,188.74660105213079
0.0082759,-0.0074655,191.77694324619856
-0.0082759,-0.0074655,191.77694324619856
0.0082759,-0.0062586,195.85460833468193
-0.0082759,-0.0062586,195.85460833468193
0.0082759,-0.0050517,201.19346587205516
-0.0082759,-0.0050517,201.19346587205516
0.0082759,-0.0038448,208.13227468473988
-0.0082759,-0.0038448,208.13227468473988
0.0082759,-0.0026379,217.3376044114983
-0.0082759,-0.0026379,217.3376044114983
0.0082759,-0.001431,229.10646139642358
-0.0082759,-0.001431,229.10646139642358
0.0082759,-0.0002241,244.01541381406224
-0.0082759,-0.0002241,244.01541381406224
0.0082759,0.0009828,262.83567477062
-0.0082759,0.0009828,262.83567477062
0.0082759,0.0021897,287.06236327608275
-0.0082759,0.0021897,287.06236327608275
0.0082759,0.0033966,317.0094837714166
-0.0082759,0.0033966,317.0094837714166
0.0082759,0.0046034,353.3704360461087
-0.0082759,0.0046034,353.3704360461087
0.0082759,0.0058103,396.9013531523975
-0.0082759,0.0058103,396.9013531523975
0.0082759,0.0070172,448.58788290614416
-0.0082759,0.0070172,448.58788290614416
0.0082759,0.0082241,507.93991198697876
-0.0082759,0.0082241,507.93991198697876
0.0082759,0.009431,574.619462033398
-0.0082759,0.009431,574.619462033398
0.0082759,0.0106379,648.5734268095239
-0.0082759,0.0106379,648.5734268095239
0.0082759,0.0118448,729.9105036798429
-0.0082759,0.0118448,729.9105036798429
0.0082759,0.0130517,817.4684560440575
-0.0082759,0.0130517,817.4684560440575
0.0082759,0.0142586,910.5989706822966
-0.0082759,0.0142586,910.5989706822966
0.0082759,0.0154655,1009.8326390886017
-0.0082759,0.0154655,1009.8326390886017
0.0082759,0.0166724,1114.0165362677287
-0.0082759,0.0166724,1114.0165362677287
0.0082759,0.0178793,1222.5467672829914
-0.0082759,0.0178793,1222.5467672829914
0.0082759,0.0190862,1333.680975569013
-0.0082759,0.0190862,1333.680975569013
0.0082759,0.0202931,1446.100391577579
-0.0082759,0.0202931,1446.100391577579
0.0082759,0.0215,1559.626354509979
-0.0082759,0.0215,1559.626354509979
0.0086897,-0.0135,184.09886320300063
-0.0086897,-0.0135,184.09886320300063
0.0086897,-0.0122931,184.39566611935575
-0.0086897,-0.0122931,184.39566611935575
0.0086897,-0.0110862,185.22447093924262
-0.0086897,-0.0110862,185.22447093924262
0.0086897,-0.0098793,186.63982294968412
-0.0086897,-0.0098793,186.63982294968412
0.0086897,-0.0086724,188.74657837419804
-0.0086897,-0.0086724,188.74657837419804
0.0086897,-0.0074655,191.77689387251914
-0.0086897,-0.0074655,191.77689387251914
0.0086897,-0.0062586,195.85449415605814
-0.0086897,-0.0062586,195.85449415605814
0.0086897,-0.0050517,201.19329925080376
-0.0086897,-0.0050517,201.19329925080376
0.0086897,-0.0038448,208.13200841836465
-0.0086897,-0.0038448,208.13200841836465
0.0086897,-0.0026379,217.33714430023556
-0.0086897,-0.0026379,217.33714430023556
0.0086897,-0.001431,229.10581499628057
-0.0086897,-0.001431,229.10581499628057
0.0086897,-0.0002241,244.0145344638591
-0.0086897,-0.0002241,244.0145344638591
0.0086897,0.0009828,262.83460725966603
-0.0086897,0.0009828,262.83460725966603
0.0086897,0.0021897,287.0611228473887
-0.0086897,0.0021897,287.0611228473887
0.0086897,0.0033966,317.00829274908216
-0.0086897,0.0033966,317.00829274908216
0.0086897,0.0046034,353.369331644189
-0.0086897,0.0046034,353.369331644189
0.0086897,0.0058103,396.9007165716189
-0.0086897,0.0058103,396.9007165716189
0.0086897,0.0070172,448.5876869536089
-0.0086897,0.0070172,448.5876869536089
0.0086897,0.0082241,507.9400053042191
-0.0086897,0.0082241,507.9400053042191
0.0086897,0.009431,574.6201331457365
-0.0086897,0.009431,574.6201331457365
0.0086897,0.0106379,648.574474205938
-0.0086897,0.0106379,648.574474205938
0.0086897,0.0118448,729.9117970015986
-0.0086897,0.0118448,729.9117970015986
0.0086897,0.0130517,817.4698443329228
-0.0086897,0.0130517,817.4698443329228
0.0086897,0.0142586,910.6004575199352
-0.0086897,0.0142586,910.6004575199352
0.0086897,0.0154655,1009.8342119841005
-0.0086897,0.0154655,1009.8342119841005
0.0086897,0.0166724,1114.0181661555068
-0.0086897,0.0166724,1114.0181661555068
0.0086897,0.0178793,1222.5518651376717
-0.0086897,0.0178793,1222.5518651376717
0.0086897,0.0190862,1333.6824249618426
-0.0086897,0.0190862,1333.6824249618426
0.0086897,0.0202931,1446.1015229326715
-0.0086897,0.0202931,1446.1015229326715
0.0086897,0.0215,1559.6269043529894
-0.0086897,0.0215,1559.6269043529894
0.0091034,-0.0135,184.0988876122136
-0.0091034,-0.0135,184.0988876122136
0.0091034,-0.0122931,184.39568744712034
-0.0091034,-0.0122931,184.39568744712034
0.0091034,-0.0110862,185.22448634285638
-0.0091034,-0.0110862,185.22448634285638
0.0091034,-0.0098793,186.63981942873633
-0.0091034,-0.0098793,186.63981942873633
0.0091034,-0.0086724,188.7465530243771
-0.0091034,-0.0086724,188.7465530243771
0.0091034,-0.0074655,191.77683107234765
-0.0091034,-0.0074655,191.77683107234765
0.0091034,-0.0062586,195.8543950489756
-0.0091034,-0.0062586,195.8543950489756
0.0091034,-0.0050517,201.19313736559428
-0.0091034,-0.0050517,201.19313736559428
0.0091034,-0.0038448,208.1317234660635
-0.0091034,-0.0038448,208.1317234660635
0.0091034,-0.0026379,217.3367416464523
-0.0091034,-0.0026379,217.3367416464523
0.0091034,-0.001431,229.1052330164489
-0.0091034,-0.001431,229.1052330164489
0.0091034,-0.0002241,244.0136925866458
-0.0091034,-0.0002241,244.0136925866458
0.0091034,0.0009828,262.83348327488426
-0.0091034,0.0009828,262.83348327488426
0.0091034,0.0021897,287.05985438316605
-0.0091034,0.0021897,287.05985438316605
0.0091034,0.0033966,317.0070336281832
-0.0091034,0.0033966,317.0070336281832
0.0091034,0.0046034,353.3682830170619
-0.0091034,0.0046034,353.3682830170619
0.0091034,0.0058103,396.90003154572906
-0.0091034,0.0058103,396.90003154572906
0.0091034,0.0070172,448.58761814523984
-0.0091034,0.0070172,448.58761814523984
0.0091034,0.0082241,507.94050467103324
-0.0091034,0.0082241,507.94050467103324
0.0091034,0.009431,574.6209518859705
-0.0091034,0.009431,574.6209518859705
0.0091034,0.0106379,648.5756711959589
-0.0091034,0.0106379,648.5756711959589
0.0091034,0.0118448,729.9131430723457
-0.0091034,0.0118448,729.9131430723457
0.0091034,0.0130517,817.4714123810617
-0.0091034,0.0130517,817.4714123810617
0.0091034,0.0142586,910.6020962637524
-0.0091034,0.0142586,910.6020962637524
0.0091034,0.0154655,1009.8398810209078
-0.0091034,0.0154655,1009.8398810209078
0.0091034,0.0166724,1114.0241246630142
-0.0091034,0.0166724,1114.0241246630142
0.0091034,0.0178793,1222.5535945718225
-0.0091034,0.0178793,1222.5535945718225
