X,Y,T
0.0107069,0.0166724,1111.4656163917302
0.0107069,0.0178793,1221.3990580649188
0.0107069,0.0190862,1333.8238375987632
0.0107069,0.0202931,1447.300543343044
0.0116379,-0.0122931,183.2217452094112
0.0116379,-0.0110862,184.127835962887
0.0116379,-0.0098793,185.32556362392512
0.0116379,-0.0086724,187.32955022959965
0.0116379,-0.0074655,190.1705051806895
0.0116379,-0.0062586,193.9107869233991
0.0116379,-0.0050517,198.6243534512923
0.0116379,-0.0038448,205.37733361008614
0.0116379,-0.0026379,213.97367949755682
0.0116379,-0.001431,224.6371116775075
0.0116379,-0.0002241,238.6227655155192
0.0116379,0.0009828,257.22283512022034
0.0116379,0.0021897,280.2048677183356
0.0116379,0.0033966,308.2601729894281
0.0116379,0.0046034,345.33279290917443
0.0116379,0.0058103,389.8655154817972
0.0116379,0.0070172,441.191906434908
0.0116379,0.0082241,500.4125813372494
0.0116379,0.009431,569.4181365045846
0.0116379,0.0106379,644.8966179861945
0.0116379,0.0118448,725.649419043909
0.0116379,0.0130517,813.9993645115967
0.0116379,0.0142586,909.1644982293101
0.0116379,0.0154655,1009.1634628881709
0.0116379,0.0166724,1114.451983122743
0.0116379,0.0178793,1223.920278159825
0.0116379,0.0190862,1335.9789166363842
0.0116379,0.0202931,1449.2395189872614
0.012569,-0.0122931,183.85853912807028
0.012569,-0.0110862,184.63493539436791
0.012569,-0.0098793,186.09010096284482
0.012569,-0.0086724,188.09956992539225
0.012569,-0.0074655,190.9973366722451
0.012569,-0.0062586,195.12243456702407
0.012569,-0.0050517,200.2383829079697
0.012569,-0.0038448,206.9797382692895
0.012569,-0.0026379,216.23591034692512
0.012569,-0.001431,227.52211017677436
0.012569,-0.0002241,241.9398938785313
